url,basis
https://www.bea.gov/news/2016/personal-income-and-outlays-april-2016,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2016/personal-income-and-outlays-august-2016,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2016/personal-income-and-outlays-december-2015,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2016/personal-income-and-outlays-february-2016,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2016/personal-income-and-outlays-january-2016,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2016/personal-income-and-outlays-july-2016,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2016/personal-income-and-outlays-june-2016,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2016/personal-income-and-outlays-march-2016,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2016/personal-income-and-outlays-may-2016,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2016/personal-income-and-outlays-november-2016,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2016/personal-income-and-outlays-october-2016,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2016/personal-income-and-outlays-september-2016,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2017/personal-income-and-outlays-april-2017,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2017/personal-income-and-outlays-august-2017,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2017/personal-income-and-outlays-december-2016,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2017/personal-income-and-outlays-february-2017,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2017/personal-income-and-outlays-january-2017,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2017/personal-income-and-outlays-july-2017,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2017/personal-income-and-outlays-june-2017-annual-update-2014-through-may-2017,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2017/personal-income-and-outlays-march-2017,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2017/personal-income-and-outlays-may-2017,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2017/personal-income-and-outlays-november-2017,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2017/personal-income-and-outlays-october-2017,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2017/personal-income-and-outlays-september-2017,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2018/personal-income-and-outlays-april-2018,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2018/personal-income-and-outlays-august-2018,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2018/personal-income-and-outlays-december-2017,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2018/personal-income-and-outlays-february-2018,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2018/personal-income-and-outlays-january-2018,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2018/personal-income-and-outlays-july-2018,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2018/personal-income-and-outlays-june-2018,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2018/personal-income-and-outlays-march-2018,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2018/personal-income-and-outlays-may-2018,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2018/personal-income-and-outlays-november-2018,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2018/personal-income-and-outlays-october-2018,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2018/personal-income-and-outlays-september-2018,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2019/personal-income-and-outlays-april-2019,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2019/personal-income-and-outlays-august-2019,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2019/personal-income-and-outlays-december-2018-personal-income-january-2019,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2019/personal-income-and-outlays-july-2019,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2019/personal-income-and-outlays-june-2019,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2019/personal-income-and-outlays-march-2019,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2019/personal-income-and-outlays-may-2019,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2019/personal-income-and-outlays-november-2019,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2019/personal-income-and-outlays-october-2019,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2019/personal-income-and-outlays-september-2019,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2020/personal-income-and-outlays-april-2020,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2020/personal-income-and-outlays-august-2020,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2020/personal-income-and-outlays-december-2019,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2020/personal-income-and-outlays-february-2020,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2020/personal-income-and-outlays-january-2020,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2020/personal-income-and-outlays-july-2020,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2020/personal-income-and-outlays-june-2020-and-annual-update,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2020/personal-income-and-outlays-march-2020,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2020/personal-income-and-outlays-may-2020,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2020/personal-income-and-outlays-november-2020,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2020/personal-income-and-outlays-october-2020,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2020/personal-income-and-outlays-september-2020,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2021/personal-income-and-outlays-april-2021,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2021/personal-income-and-outlays-august-2021,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2021/personal-income-and-outlays-december-2020,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2021/personal-income-and-outlays-february-2021,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2021/personal-income-and-outlays-january-2021,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2021/personal-income-and-outlays-july-2021,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2021/personal-income-and-outlays-june-2021-and-annual-update,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2021/personal-income-and-outlays-march-2021,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2021/personal-income-and-outlays-may-2021,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2021/personal-income-and-outlays-november-2021,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2021/personal-income-and-outlays-october-2021,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2021/personal-income-and-outlays-september-2021,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2022/personal-income-and-outlays-april-2022,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2022/personal-income-and-outlays-august-2022-and-annual-update,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2022/personal-income-and-outlays-december-2021,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2022/personal-income-and-outlays-february-2022,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2022/personal-income-and-outlays-january-2022,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2022/personal-income-and-outlays-july-2022,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2022/personal-income-and-outlays-june-2022,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2022/personal-income-and-outlays-march-2022,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2022/personal-income-and-outlays-may-2022,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2022/personal-income-and-outlays-november-2022,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2022/personal-income-and-outlays-october-2022,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2022/personal-income-and-outlays-september-2022,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2023/personal-income-and-outlays-april-2023,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2023/personal-income-and-outlays-august-2023,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2023/personal-income-and-outlays-december-2022,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2023/personal-income-and-outlays-february-2023,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2023/personal-income-and-outlays-january-2023,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2023/personal-income-and-outlays-july-2023,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2023/personal-income-and-outlays-june-2023,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2023/personal-income-and-outlays-march-2023,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2023/personal-income-and-outlays-may-2023,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2023/personal-income-and-outlays-november-2023,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2023/personal-income-and-outlays-october-2023,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2023/personal-income-and-outlays-september-2023,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2024/personal-income-and-outlays-april-2024,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2024/personal-income-and-outlays-august-2024,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2024/personal-income-and-outlays-december-2023,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2024/personal-income-and-outlays-february-2024,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2024/personal-income-and-outlays-january-2024,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2024/personal-income-and-outlays-july-2024,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2024/personal-income-and-outlays-june-2024,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2024/personal-income-and-outlays-march-2024,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2024/personal-income-and-outlays-may-2024,official_BEА_sitemap_national_release_series
https://www.bea.gov/news/2024/personal-income-and-outlays-november-2024,official_BEА_sitemap_national_release_series
